Water Level,Moisture Percentage,Light Intensity,Temperature,Humidity,Cluster
721,36.53,247,25,88,2
688,46.63,103,25,75,1
690,30.4,999,27,86,2
777,38.7,398,24,71,0
320,36.13,179,28,66,1
767,34.6,815,25,74,0
707,45.55,96,25,74,1
594,34.09,277,27,73,1
741,36.27,818,25,74,0
699,30.69,1000,27,82,2
767,39.49,816,24,67,0
755,37.15,823,25,72,0
702,46.04,55,26,76,1
707,45.55,96,25,74,1
769,33.63,819,25,75,0
646,34.9,1000,27,82,2
738,36.66,819,25,74,0
624,41.15,607,27,90,2
727,43.5,813,23,64,0
680,31.38,977,27,89,2
601,38.59,79,28,72,1
689,46.43,104,26,75,1
401,33.76,331,26,68,1
706,29.81,1000,27,83,2
717,44.97,99,25,73,1
681,47.31,105,26,75,1
452,36.86,234,27,68,1
740,36.07,817,25,74,0
784,36.27,819,24,71,0
784,36.27,817,24,71,0
800,31.56,243,27,65,0
761,33.72,817,25,76,0
772,34.21,815,25,74,0
315,36.47,183,28,74,1
715,35.56,248,27,90,2
620,51.91,62,26,75,1
657,49.07,99,26,75,1
647,34.02,999,27,86,2
345,44.16,477,26,78,1
669,48,104,26,76,1
710,29.33,999,27,84,2
737,28.64,977,26,79,2
701,45.94,106,25,75,1
734,39.1,824,25,72,0
359,34.07,197,27,69,1
689,31.96,977,26,79,2
615,40.2,253,26,85,1
778,38.32,814,24,68,0
781,32.36,821,25,76,0
654,49.27,96,26,75,1
716,29.33,1000,27,82,2
744,33.72,819,25,78,0
707,38.72,138,25,86,1
768,33.82,824,25,75,0
756,41.45,820,23,63,0
715,30.79,977,26,78,2
472,32.17,390,26,88,2
760,33.92,817,25,75,0
724,30.21,977,26,78,2
563,30.79,481,24,90,2
610,31.61,67,24,69,1
688,46.63,103,26,75,1
725,32.65,978,26,72,0
751,41.84,198,25,73,1
701,37.05,978,26,69,0
758,36.95,822,25,71,0
725,43.4,818,23,64,0
792,38.81,816,23,64,0
696,29.91,998,27,87,2
717,30.6,977,26,78,2
695,31.67,859,27,90,2
761,40.18,815,24,68,0
736,30.11,977,26,76,0
706,36.56,978,26,69,0
761,31.62,86,24,86,0
622,51.81,63,26,76,1
368,42.97,460,24,73,1
763,34.51,820,25,75,0
717,37.75,77,29,89,2
723,39.2,823,25,72,0
675,47.61,104,26,75,1
695,46.43,53,26,76,1
777,33.43,819,25,76,0
727,43.11,818,23,63,0
731,30.4,977,26,76,0
703,43.6,978,25,64,0
591,42.52,695,27,90,2
605,52.88,67,26,77,1
703,45.16,815,23,64,0
771,33.53,821,25,75,0
779,33.14,818,25,74,0
775,34.21,815,25,74,0
622,40.76,647,27,90,2
724,30.11,976,26,77,2
730,40.3,76,24,83,1
703,45.16,817,23,63,0
742,36.36,811,25,74,0
425,30.85,436,28,68,1
748,35.78,816,25,74,0
633,38.58,359,25,79,1
731,30.3,977,26,76,0
689,46.43,104,26,76,1
677,47.8,55,26,75,1
761,34.9,822,25,74,0
718,30.69,977,26,78,2
660,32.86,445,26,77,0
724,44.28,128,25,73,1
662,32.45,997,27,89,2
635,34.51,998,27,89,2
772,33.72,815,25,74,0
655,49.17,96,26,75,1
755,35,824,25,76,0
766,33.82,821,25,75,0
671,31.87,999,27,87,2
735,36.46,821,25,74,0
708,29.33,1000,27,84,2
692,30.11,998,27,89,2
583,38.51,998,27,89,2
690,30.3,987,27,89,2
734,36.56,823,25,74,0
705,41.35,978,25,65,0
600,32.34,351,26,90,2
748,35.97,820,25,74,0
685,35.73,347,24,67,0
746,36.36,820,25,74,0
735,43.11,163,25,73,1
784,32.94,820,25,76,0
699,29.62,998,27,88,2
710,45.45,96,25,74,1
698,44.97,978,24,64,0
677,32.36,1000,27,82,2
564,41.12,280,25,74,1
755,35,816,25,74,0
609,36.56,998,27,89,2
673,31.77,999,27,88,2
631,51.32,66,26,74,1
674,36.7,75,24,75,1
531,36.14,117,27,65,1
770,33.63,820,25,75,0
686,46.82,104,26,75,1
468,34.65,160,26,75,1
691,45.94,108,26,78,1
743,42.82,149,25,73,1
755,34.9,815,25,75,0
693,46.04,108,26,76,1
451,39.38,439,24,73,1
756,37.05,819,25,72,0
721,28.05,999,27,86,2
648,33.82,1000,27,84,2
786,38.22,815,24,67,0
707,45.55,96,25,74,1
723,30.21,977,26,78,2
747,37.44,820,25,72,0
588,42.79,291,26,70,1
753,41.25,818,23,66,0
686,31.09,999,27,85,2
708,29.33,1000,27,85,2
723,33.33,978,26,71,0
660,43.49,381,29,71,1
784,36.36,821,24,71,0
776,33.04,822,25,76,0
774,33.53,818,25,74,0
735,37.63,818,25,73,0
753,41.64,204,25,73,1
776,37.24,815,24,70,0
768,37.02,241,28,77,1
703,45.16,815,23,64,0
742,37.34,702,25,75,0
685,46.92,104,26,75,1
728,41.94,369,25,74,0
534,40.56,92,24,83,1
713,30.69,977,26,78,2
763,34.9,819,25,74,0
720,39.1,819,25,73,0
620,51.91,63,26,76,1
780,35.39,817,24,72,0
638,50.73,74,26,75,1
624,38.91,766,27,90,2
759,35,819,25,74,0
646,34.02,972,27,89,2
650,49.56,92,26,76,1
729,37.15,817,25,74,0
700,30.4,1000,27,83,2
658,33.14,999,27,84,2
727,43.7,175,25,73,1
730,37.83,819,25,74,0
702,29.33,998,27,89,2
660,33.92,1000,26,82,2
782,33.14,815,25,75,0
730,39.39,821,25,71,0
495,39.01,481,28,70,1
764,35,815,25,74,0
706,31.28,977,26,79,2
692,45.94,107,26,78,1
699,44.09,978,24,64,0
752,41.35,818,23,66,0
732,38.61,819,25,72,0
662,31.85,249,26,79,1
728,40.96,516,25,74,0
327,35.09,473,25,90,1
698,30.4,1000,27,83,2
671,47.9,104,26,75,1
780,38.03,816,24,68,0
390,67.25,44,26,76,1
699,37.15,978,26,70,0
723,27.76,999,27,88,2
686,30.69,998,27,88,2
693,30.21,998,27,87,2
787,35.97,817,24,70,0
709,28.84,998,27,88,2
762,34.81,79,25,65,0
324,35.39,225,24,69,1
750,37.15,819,25,73,0
607,38.83,460,28,84,2
779,32.75,816,25,76,0
763,35.87,824,25,73,0
644,49.66,67,26,74,1
771,41.27,114,29,88,2
709,31.18,977,26,78,2
339,70.77,39,30,67,1
715,30.3,977,26,81,2
727,43.3,813,23,64,0
786,38.22,815,24,67,0
759,37.12,440,27,77,1
491,31.71,421,27,70,1
757,40.86,820,23,66,0
754,35,815,25,75,0
733,38.81,817,25,72,0
699,29.52,994,27,89,2
709,37.34,978,26,69,0
345,31.07,347,28,80,1
740,30.11,977,26,74,0
720,28.84,1000,27,83,2
686,30.69,985,27,89,2
770,33.63,817,25,75,0
770,33.63,817,25,75,0
759,35,823,25,74,0
700,39.98,978,25,66,0
334,42.13,89,27,69,1
604,37.05,998,27,89,2
582,33.37,438,25,75,1
734,41.35,383,25,74,0
707,29.62,1000,27,84,2
328,37.95,157,28,75,1
348,43.85,162,26,77,1
742,37.83,664,25,75,0
711,45.45,48,26,75,1
792,36.85,815,24,68,0
699,29.52,997,27,88,2
739,32.26,978,26,72,0
735,27.57,1000,27,83,2
726,42.62,301,25,73,1
759,34.7,821,25,75,0
706,30.99,976,26,81,2
721,28.45,999,27,85,2
639,34.66,394,24,65,0
711,45.36,96,25,74,1
743,42.03,820,23,65,0
775,38.87,105,26,82,1
650,49.56,91,26,76,1
726,44.16,397,26,65,1
580,40.41,249,28,73,1
649,33.24,998,27,89,2
725,41.54,442,25,74,0
765,34.21,815,25,75,0
692,45.94,108,26,78,1
738,38.42,822,25,72,0
718,28.15,999,27,88,2
707,28.93,998,27,89,2
717,44.97,99,25,73,1
332,31.63,470,29,66,1
702,36.27,978,26,69,0
609,52.59,61,26,75,1
697,39,978,25,66,0
660,34.7,850,27,90,2
777,32.75,822,25,76,0
763,34.6,818,25,74,0
703,41.74,977,25,65,0
711,30.99,977,26,78,2
359,31,460,29,77,1
638,39.65,305,27,80,1
733,38.81,253,29,80,1
776,33.82,815,25,74,0
787,34.79,70,27,65,1
779,33.72,816,25,74,0
611,33.96,415,27,68,1
760,35,818,25,74,0
720,39.1,819,25,73,0
772,34.02,820,25,74,0
665,48.58,56,26,76,1
776,33.04,817,25,75,0
772,34.21,815,25,74,0
560,38.66,110,24,66,1
616,52.1,62,26,75,1
709,34.6,978,26,70,0
797,37.67,288,24,70,0
650,33.82,1000,27,86,2
621,51.81,62,26,75,1
756,35.39,819,25,74,0
728,43.21,814,23,64,0
634,50.93,68,26,74,1
642,50.44,68,26,76,1
781,30.5,820,25,79,0
660,32.65,996,27,89,2
697,46.04,108,26,75,1
776,33.43,817,25,74,0
756,35.97,825,25,73,0
671,48.48,56,26,75,1
753,35.78,823,25,74,0
759,34.7,821,25,75,0
725,30.21,977,26,78,2
696,29.81,997,27,89,2
708,34.31,978,26,71,0
568,42.42,812,27,90,2
724,44.09,134,25,73,1
661,33.82,909,27,90,2
647,33.72,993,27,90,2
701,45.36,817,23,63,0
760,34.7,803,25,75,0
632,34.8,998,27,89,2
682,47.12,105,26,75,1
773,33.24,822,25,75,0
702,29.33,998,27,88,2
746,42.42,160,25,73,1
525,41.48,130,27,86,1
738,26.88,999,27,86,2
645,34.41,1000,27,84,2
704,29.81,1000,27,84,2
728,30.6,977,26,76,0
758,34.02,823,25,75,0
793,37.32,82,27,81,1
730,38.22,702,25,75,0
712,30.69,977,26,79,2
762,40.76,819,23,66,0
779,32.26,823,25,77,0
780,38.12,821,24,68,0
649,33.43,997,27,89,2
693,30.01,998,27,89,2
744,35.87,817,25,74,0
671,48.39,56,26,75,1
429,38.35,455,25,67,1
753,41.64,204,25,73,1
776,32.94,819,25,75,0
737,36.75,816,25,74,0
622,41.64,582,27,90,2
746,38.32,591,25,74,0
725,27.66,998,27,87,2
682,32.84,978,26,80,2
690,30.79,959,27,90,2
603,52.98,64,26,76,1
345,37.82,45,24,69,1
743,36.17,819,25,74,0
604,52.69,67,26,77,1
699,39.88,978,25,66,0
620,51.91,63,26,76,1
408,42.87,355,27,67,1
720,41.74,493,25,74,0
347,42.76,375,27,65,1
738,42.13,272,25,73,1
309,40.57,59,27,86,1
701,43.01,978,25,64,0
758,35,823,25,74,0
654,49.56,64,26,77,1
722,39.2,820,25,73,0
609,31.42,137,29,79,1
724,33.92,978,26,70,0
705,29.62,1000,27,84,2
742,32.26,978,26,71,0
737,36.17,823,25,74,0
620,51.81,62,26,75,1
625,43.18,262,26,70,1
691,31.38,1000,27,82,2
586,32.13,138,25,66,1
626,51.61,63,26,75,1
752,35.39,821,25,74,0
331,31.38,365,29,68,1
761,35.68,818,25,73,0
755,35.19,822,25,74,0
751,35.58,817,25,74,0
700,40.08,978,25,65,0
704,39.89,491,24,68,0
721,43.89,819,23,63,0
674,36.7,75,24,75,1
782,33.33,815,25,75,0
735,40.96,455,25,74,0
608,33.53,496,24,80,0
726,43.6,193,25,73,1
671,31.87,999,27,87,2
337,70.77,39,30,69,1
754,40.96,814,23,65,0
749,32.48,331,26,66,0
696,39.59,977,25,67,0
671,32.65,933,27,89,2
567,38.52,119,26,88,1
528,37.55,56,25,74,1
724,44.38,114,25,73,1
700,45.94,106,25,75,1
751,29.03,977,26,75,0
726,42.82,819,23,65,0
742,36.56,824,25,74,0
702,45.85,106,25,76,1
332,31.63,470,29,66,1
762,34.51,818,25,75,0
701,38.22,978,25,67,0
727,42.23,332,25,74,1
703,29.33,998,27,87,2
642,35.87,977,26,81,2
722,44.18,133,25,73,1
752,37.24,823,25,72,0
715,43.21,978,24,64,0
640,43.41,237,27,80,1
742,29.62,977,26,75,0
727,39.78,583,25,74,0
725,30.79,977,26,76,0
632,51.12,65,26,76,1
776,33.82,815,25,74,0
747,28.84,977,26,76,0
614,41.94,594,27,90,2
682,31.87,1000,27,84,2
703,43.4,978,25,64,0
770,33.92,822,25,74,0
760,41.25,814,23,64,0
727,41.06,523,25,74,0
757,35.29,822,25,74,0
696,30.01,999,27,88,2
723,42.82,328,25,74,1
633,31.46,370,26,80,2
755,34.8,818,25,75,0
409,32.22,110,25,88,1
670,47.9,104,26,75,1
644,34.31,999,27,86,2
671,48.48,56,26,75,1
456,31.5,80,25,89,1
764,39.59,818,24,67,0
455,40.15,380,28,85,1
716,35.87,978,26,68,0
433,32.81,55,26,67,1
719,28.35,999,27,86,2
723,42.72,321,25,74,1
784,32.94,820,25,76,0
787,36.17,815,24,70,0
749,35.68,819,25,75,0
641,36.27,847,27,90,2
760,35.58,825,25,73,0
750,35,819,25,76,0
747,35.39,822,25,75,0
791,37.15,816,24,69,0
708,29.62,1000,27,83,2
731,37.73,823,25,74,0
779,33.72,815,25,74,0
729,42.03,366,25,74,0
754,34.8,819,25,75,0
685,30.99,999,27,85,2
401,31.58,458,26,85,2
682,43.75,451,25,78,1
677,31.48,999,27,88,2
645,40.7,221,29,85,1
699,30.99,1000,26,81,2
767,31.67,817,25,78,0
663,32.36,997,27,89,2
715,35.78,978,26,69,0
670,37.03,226,28,76,1
738,42.23,281,25,73,1
704,39.98,978,25,65,0
641,36.27,847,27,90,2
707,36.36,978,26,68,0
769,33.53,816,25,75,0
677,31.87,999,27,84,2
662,32.66,78,24,69,0
729,33.14,978,26,71,0
626,51.61,66,26,75,1
761,36.27,818,25,72,0
765,39.59,821,24,68,0
776,32.65,818,25,75,0
773,34.41,819,25,74,0
696,39.49,978,25,67,0
752,35.68,809,25,74,0
745,37.93,818,25,72,0
749,35.29,822,25,75,0
756,36.17,824,25,73,0
783,36.36,816,24,70,0
712,33.24,978,26,73,0
702,30.89,887,27,90,2
629,35.48,999,27,86,2
701,30.21,1000,27,84,2
702,43.11,978,25,64,0
755,35.09,818,25,74,0
445,36.51,238,28,82,1
737,38.61,819,25,72,0
751,36.46,824,25,73,0
770,34.31,823,25,74,0
756,34.9,820,25,74,0
591,32.1,164,26,78,1
750,35.39,817,25,75,0
418,38.31,359,29,86,1
727,43.4,819,23,64,0
704,31.09,977,26,81,2
747,36.27,823,25,74,0
759,35.19,787,25,75,0
704,29.23,986,27,89,2
771,34.51,817,25,74,0
741,37.63,819,25,73,0
732,41.54,376,25,74,0
746,36.36,825,25,74,0
433,32.81,55,26,67,1
767,35.29,818,24,74,0
642,49.85,67,26,74,1
778,33.33,822,25,75,0
780,36.07,816,24,71,0
755,35,817,25,74,0
565,33.79,338,25,67,1
654,33.53,999,27,86,2
752,35.78,820,25,74,0
753,35.97,818,25,74,0
778,32.26,822,25,77,0
709,31.09,977,26,78,2
704,44.97,819,23,64,0
749,29.23,977,26,75,0
759,34.7,820,25,76,0
725,43.4,820,23,64,0
626,51.61,63,26,75,1
750,35.19,823,25,74,0
736,30.11,977,26,75,0
778,32.26,822,25,77,0
780,35.87,821,24,72,0
710,44.28,53,26,77,1
649,49.56,65,26,76,1
605,52.88,66,26,77,1
654,33.53,999,27,86,2
777,37.76,49,24,68,0
662,48.97,58,26,77,1
391,43.93,69,24,67,1
759,35,825,25,74,0
713,30.5,977,26,80,2
645,34.21,1000,27,86,2
729,28.05,1000,27,83,2
771,35.98,42,29,77,1
677,47.41,104,26,75,1
734,40.86,452,25,74,0
782,31.96,823,25,77,0
403,43.42,267,25,75,1
712,34.9,978,26,70,0
768,33.82,824,25,75,0
626,35.97,1000,27,84,2
703,40.27,978,25,65,0
756,35.48,764,25,75,0
717,34.8,978,26,70,0
318,72.24,39,28,74,1
578,35.78,226,28,80,1
777,31.18,823,25,77,0
729,39.2,823,25,71,0
752,35.58,818,25,74,0
774,38.61,821,24,68,0
704,38.81,978,25,67,0
775,32.94,819,25,76,0
753,35.09,821,25,75,0
655,39.26,409,29,81,2
763,33.92,815,25,75,0
747,38.22,822,25,71,0
611,52.3,67,26,76,1
742,37.83,664,25,75,0
772,35.11,222,25,81,0
702,32.26,977,26,78,2
714,34.31,978,26,71,0
772,33.53,816,25,75,0
776,33.04,822,25,76,0
731,30.3,977,26,76,0
646,49.76,87,26,76,1
755,35.09,822,25,74,0
664,48.39,101,26,76,1
736,42.23,279,25,73,1
755,35.58,766,25,75,0
443,32.36,93,25,74,1
717,43.79,978,23,65,0
779,39.69,815,23,65,0
726,38.91,818,25,72,0
605,35.36,453,29,67,1
697,46.14,108,26,75,1
673,38.58,314,26,78,1
726,32.7,151,29,80,2
570,43.79,717,27,90,2
452,36.86,234,27,68,1
653,34.51,1000,27,82,2
652,42.74,381,27,75,1
710,28.84,999,27,88,2
610,39.78,780,27,89,2
772,33.82,818,25,74,0
697,30.89,1000,27,82,2
465,35.68,173,28,71,1
736,38.61,817,25,72,0
718,44.87,103,25,74,1
753,35.78,777,25,75,0
644,34.31,999,27,86,2
411,44.99,414,29,76,1
752,41.15,818,23,65,0
761,34.51,821,25,75,0
757,35.29,822,25,74,0
711,45.26,48,26,75,1
717,44.97,102,25,74,1
782,33.33,815,25,74,0
675,32.16,1000,27,84,2
761,36.27,820,25,73,0
714,44.77,50,26,75,1
525,34.85,42,29,81,1
724,33.04,978,26,72,0
779,33.63,822,25,74,0
758,35.09,812,25,74,0
749,37.34,818,25,72,0
707,29.62,1000,27,84,2
390,43.31,467,24,72,1
642,34.51,999,27,86,2
677,31.38,999,27,88,2
383,67.84,43,26,74,1
729,34.8,978,26,69,0
786,37.05,817,24,70,0
783,33.77,69,27,77,1
709,44.48,978,24,64,0
727,41.06,523,25,74,0
788,38.71,821,23,66,0
605,36.67,103,29,73,1
543,35.45,101,24,77,1
457,40.53,244,26,89,1
474,44.32,270,26,85,1
761,34.9,820,25,74,0
784,36.46,815,24,71,0
740,38.51,621,25,74,0
662,32.45,997,27,89,2
784,33.04,823,25,76,0
672,44.92,246,28,80,1
739,40.66,416,25,74,0
717,28.84,999,27,85,2
697,29.81,999,27,88,2
756,41.45,820,23,63,0
758,35.09,816,25,74,0
663,48.48,101,26,76,1
641,50.24,81,26,76,1
737,40.18,67,25,88,1
660,33.72,1000,27,82,2
643,34.41,999,27,86,2
694,30.11,999,27,87,2
610,43.71,218,28,90,1
505,42.08,171,28,79,1
722,34.41,978,26,70,0
676,31.57,999,27,87,2
748,36.27,823,25,74,0
774,34.21,815,25,74,0
710,45.45,96,25,74,1
767,33.43,817,25,75,0
783,32.65,818,25,76,0
704,40.08,978,25,65,0
788,36.27,820,24,70,0
720,43.7,237,25,73,1
782,31.18,820,25,79,0
664,48.39,101,26,76,1
351,43.93,99,24,77,1
650,49.46,90,26,76,1
746,42.33,162,25,73,1
637,34.41,998,27,89,2
620,51.81,63,26,75,1
621,35.97,1000,27,85,2
756,35.48,764,25,75,0
721,44.67,107,25,73,1
714,44.38,818,23,64,0
662,32.55,998,27,87,2
758,35.19,820,25,74,0
741,30.01,978,26,74,0
638,39.45,75,26,67,1
760,40.66,818,23,65,0
719,43.79,978,23,65,0
768,38.51,818,24,68,0
760,33.92,821,25,75,0
742,38.03,652,25,74,0
760,35,814,25,74,0
679,47.31,105,26,75,1
765,35.09,815,24,76,0
688,30.6,998,27,87,2
690,30.21,998,27,89,2
701,30.11,1000,27,84,2
735,36.46,821,25,74,0
633,51.03,65,26,75,1
677,31.38,998,27,89,2
713,35.97,978,26,69,0
761,34.7,823,25,76,0
759,34.9,821,25,74,0
719,43.89,978,23,64,0
591,32.1,164,26,78,1
763,36.07,824,25,72,0
690,41.81,49,26,66,1
704,30.6,998,26,81,2
703,43.6,978,25,64,0
711,45.36,49,26,75,1
702,45.16,818,23,63,0
718,43.79,978,23,65,0
700,30.6,1000,27,81,2
761,34.12,818,25,75,0
769,35.09,822,24,75,0
762,37.18,412,29,67,1
675,47.61,104,26,75,1
779,37.93,819,24,68,0
667,32.06,998,27,88,2
696,30.01,999,27,87,2
746,36.66,819,25,74,0
739,33.04,978,26,70,0
719,43.79,813,23,64,0
743,26.39,999,27,85,2
775,33.33,820,25,75,0
684,43.37,403,24,83,1
776,33.92,822,25,74,0
634,40.18,611,27,90,2
737,36.56,823,25,75,0
727,43.7,171,25,73,1
784,32.55,824,25,76,0
692,45.94,107,26,78,1
688,47.21,54,26,76,1
726,37.93,823,25,73,0
734,40.86,452,25,74,0
775,33.53,815,25,74,0
787,38.22,820,24,67,0
546,30.99,392,27,81,2
622,51.81,63,26,75,1
776,33.82,815,25,74,0
761,36.46,818,25,71,0
758,35,822,25,74,0
774,37.54,821,24,69,0
781,33.24,819,24,75,0
386,67.55,44,26,75,1
778,33.63,820,25,74,0
717,44.97,98,25,74,1
709,29.52,1000,27,84,2
652,34.02,1000,27,84,2
689,46.04,107,26,77,1
731,42.82,266,25,73,1
595,38.03,244,28,84,1
719,30.69,977,26,78,2
724,34.9,978,26,69,0
663,33.43,929,27,89,2
718,44.09,817,23,64,0
649,33.24,998,27,89,2
627,40.46,75,27,85,1
510,36.7,400,28,84,1
725,31.57,977,26,74,0
654,49.36,61,26,77,1
668,31.96,998,27,89,2
587,30.07,152,27,69,1
726,37.93,821,25,73,0
642,50.44,68,26,76,1
708,29.33,1000,27,84,2
712,44.77,52,26,76,1
731,37.63,820,25,74,0
669,32.16,999,27,87,2
720,44.67,105,25,73,1
669,32.55,999,27,85,2
718,44.87,103,25,74,1
565,33.79,338,25,67,1
718,36.31,405,29,86,2
653,49.27,95,26,76,1
739,26.69,999,27,86,2
782,31.77,822,25,77,0
656,32.84,998,27,89,2
724,34.9,978,26,69,0
684,32.06,903,27,90,2
713,44.48,820,23,63,0
697,29.72,999,27,88,2
734,36.85,822,25,74,0
651,49.66,64,26,76,1
785,41.25,188,29,88,2
759,34.8,807,25,75,0
666,32.16,998,27,89,2
691,30.21,998,27,88,2
681,31.09,998,27,89,2
744,41.74,816,23,65,0
680,31.48,999,27,85,2
625,38.79,90,28,77,1
439,36.06,456,27,71,1
720,43.79,236,25,73,1
691,30.21,990,27,89,2
676,31.48,999,27,87,2
778,33.14,815,25,74,0
783,32.84,816,25,76,0
659,36.32,125,27,87,1
704,37.93,978,25,67,0
380,41.6,61,29,77,1
722,30.11,977,26,78,2
697,29.81,999,27,88,2
723,44.38,126,25,73,1
710,28.64,999,27,88,2
740,32.94,978,26,70,0
775,33.33,817,25,76,0
737,36.18,215,24,86,0
739,42.13,271,25,73,1
724,44.18,141,25,74,1
683,30.79,998,27,89,2
707,36.02,307,29,75,1
786,34.8,815,24,73,0
678,31.48,999,27,87,2
711,36.75,978,26,70,0
743,36.85,742,25,75,0
762,35.89,391,28,70,1
777,31.28,823,25,78,0
786,35.71,217,26,66,0
461,31.86,124,28,68,1
604,52.98,67,26,77,1
783,35.68,821,24,71,0
534,35.5,283,26,68,1
668,48.09,104,26,76,1
699,29.52,997,27,88,2
747,35.87,822,25,74,0
783,40.05,85,25,88,1
623,51.81,63,26,75,1
519,34.07,255,24,71,1
677,31.48,999,27,88,2
697,30.3,1000,27,84,2
683,47.21,104,26,75,1
433,43.98,373,29,79,1
763,33.53,821,25,76,0
773,35.29,819,24,74,0
708,29.42,999,27,84,2
662,41.4,385,29,82,1
677,47.7,55,26,75,1
785,36.36,820,24,71,0
673,33.72,977,26,79,2
789,38.91,821,23,66,0
655,49.46,62,26,78,1
590,43.86,401,29,79,1
775,33.14,818,25,76,0
655,33.53,1000,27,84,2
769,37.44,816,24,71,0
629,35.48,999,27,86,2
770,33.82,816,25,76,0
631,35.29,999,27,86,2
766,40.47,819,23,66,0
733,38.81,253,29,80,1
608,52.59,67,26,77,1
752,36.56,822,25,73,0
780,35.29,821,24,73,0
640,43.41,237,27,80,1
621,51.71,63,26,75,1
784,37.44,816,24,69,0
703,29.72,1000,27,84,2
694,29.91,998,27,89,2
704,29.13,998,27,89,2
757,35.09,824,25,74,0
675,32.55,1000,27,82,2
690,30.3,994,27,89,2
752,35.19,820,25,74,0
542,38.79,320,27,82,1
691,30.99,1000,27,83,2
702,43.21,978,25,65,0
614,39.3,784,27,89,2
733,37.54,816,25,73,0
568,42.42,812,27,90,2
618,40.22,441,25,67,1
777,31.87,817,25,77,0
752,35.29,822,25,74,0
715,33.24,978,26,72,0
782,39.59,815,23,64,0
510,36.7,400,28,84,1
710,44.09,55,26,77,1
693,31.18,1000,27,82,2
683,47.21,105,26,75,1
723,33.33,978,26,71,0
699,39.2,978,25,67,0
702,29.42,998,27,89,2
590,43.86,401,29,79,1
386,41.3,224,25,90,1
655,49.17,98,26,75,1
700,40.08,978,25,65,0
355,42.86,178,26,70,1
735,37.73,498,25,85,0
728,43.11,814,23,64,0
489,39.68,139,29,90,1
672,31.67,998,27,89,2
752,41.74,210,25,73,1
725,27.86,999,27,86,2
331,34.74,316,28,85,1
710,29.42,948,27,90,2
773,34.21,818,25,74,0
603,52.98,67,26,76,1
729,33.14,978,26,71,0
760,35,822,25,74,0
447,35.32,109,25,75,1
514,44.07,301,27,79,1
725,30.21,977,26,78,2
785,34.9,820,24,72,0
514,41.01,83,26,76,1
704,45.06,815,23,64,0
561,35.26,172,24,81,1
757,36.85,823,25,71,0
718,30.69,977,26,78,2
532,36.93,104,28,86,1
731,37.93,823,25,74,0
720,30.21,977,26,79,2
704,31.09,977,26,81,2
728,37.83,817,25,73,0
383,36.65,220,24,72,1
570,36.46,245,26,73,1
385,44.69,109,28,79,1
743,36.56,752,25,75,0
725,44.28,124,25,73,1
683,30.99,998,27,87,2
780,37.93,814,24,68,0
756,36.36,822,25,73,0
774,34.21,816,25,74,0
386,67.16,44,26,76,1
705,36.85,978,26,70,0
719,32.84,977,26,73,0
782,33.33,815,25,75,0
700,29.52,998,27,89,2
626,40.76,621,27,90,2
756,35.78,814,25,74,0
506,36.44,203,27,84,1
736,43.01,183,25,73,1
739,28.54,977,26,79,2
676,31.48,999,27,87,2
520,38.12,234,27,79,1
675,47.7,105,26,75,1
705,29.13,998,27,89,2
785,39.39,814,23,64,0
697,31.87,977,26,79,2
753,35.19,818,25,74,0
703,43.88,126,24,80,1
741,37.24,720,25,75,0
729,43.11,816,23,64,0
773,31.09,819,25,78,0
767,35.09,819,24,75,0
785,36.46,815,24,69,0
755,35.87,814,25,74,0
737,36.75,816,25,74,0
611,52.3,67,26,77,1
498,31.22,327,26,90,2
644,34.41,999,27,86,2
727,38.22,823,25,73,0
768,30.99,821,25,79,0
678,31.48,999,27,87,2
760,31.58,176,29,70,1
459,38.97,285,25,81,1
693,30.21,998,27,87,2
729,39.39,823,25,71,0
717,28.25,999,27,88,2
345,31.07,347,28,80,1
638,34.7,999,27,86,2
763,36.56,824,25,72,0
674,47.61,104,26,75,1
728,43.21,814,23,64,0
692,30.21,999,27,88,2
777,32.26,818,25,76,0
605,52.88,67,26,76,1
735,36.66,818,25,74,0
564,41.11,170,29,73,1
284,74.78,36,29,65,1
619,52.1,63,26,75,1
788,36.36,821,24,70,0
722,44.57,110,25,73,1
677,48,55,26,76,1
665,48.48,57,26,76,1
411,38.56,367,24,70,1
705,31.48,977,26,78,2
593,40.66,804,27,90,2
753,35.68,815,25,74,0
712,35.68,978,26,69,0
695,37.54,978,26,69,0
777,36.46,815,24,71,0
662,48.97,58,26,77,1
735,29.91,977,26,76,0
752,34.8,823,25,75,0
666,48.58,56,26,76,1
678,47.51,105,26,75,1
679,31.28,998,27,87,2
776,31.87,822,25,77,0
646,50.05,68,26,76,1
754,43.33,37,28,65,1
772,33.82,818,25,74,0
711,29.72,1000,27,82,2
729,37.83,817,25,73,0
747,35.87,818,25,74,0
786,37.05,819,24,69,0
637,44.68,246,28,73,1
343,36.59,340,25,85,1
549,31.84,157,29,82,1
704,45.06,815,23,64,0
732,42.72,268,25,73,1
336,31.14,308,29,86,2
761,33.92,817,25,75,0
629,30.76,466,27,80,2
755,34.7,820,25,75,0
723,39.1,821,25,73,0
706,31.28,977,26,79,2
666,32.26,999,27,87,2
746,36.66,819,25,74,0
744,29.23,977,26,76,0
781,41.85,456,25,67,0
660,43.49,381,29,71,1
730,42.33,303,25,74,1
724,44.09,136,25,74,1
772,41.57,266,26,71,1
776,33.92,816,25,74,0
